emsid,name,lon,lat,elev_m,date,test_variable,value,PAH,narcotic_benchmark,Pabs,phototoxic_benchmark,p_n_ratio
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.05,Anthracene,64.12871554268789,875.6689741027897,2.4260994781357885,0.03783171793797792
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.05555555555555556,Anthracene,64.12871554268789,877.0182531342423,2.424377820727685,0.03780487103494027
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.061111111111111116,Anthracene,64.12871554268789,878.7536291124061,2.4221691208824074,0.03777042936826121
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.06666666666666667,Anthracene,64.12871554268789,880.3327509139738,2.4201647559965425,0.03773917402704779
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.07222222222222223,Anthracene,64.12871554268789,881.8015619888004,2.418305059200786,0.03771017458771677
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.07777777777777778,Anthracene,64.12871554268789,883.4967852508094,2.4161642455014527,0.03767679151304863
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.08333333333333334,Anthracene,64.12871554268789,884.9840344604102,2.414290947671725,0.03764757998411226
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.08888888888888889,Anthracene,64.12871554268789,886.5904411234943,2.412272659376466,0.03761610752628772
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.09444444444444444,Anthracene,64.12871554268789,888.162320738223,2.4103028528568773,0.03758539107574105
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.1,Anthracene,64.12871554268789,889.8409435483101,2.4082048283387283,0.037552675240090906
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.07,Anthracene,64.12871554268789,881.2271445793859,2.419031810200554,0.03772150728000006
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,albedo,0.05,Anthracene,64.12871554268789,938.5151036146326,2.3497487323025585,0.03664113201734761
