chemical,narcotic_benchmark,narcotic_cwqg,pabs,phototoxic_benchmark,phototoxic_cwqg
C2-Benzofluoranthenes,2.404223467852572,0.2984989074135885,9980.276579554029,0.029099270800624903,0.002508557827640078
C2-Benzopyrenes,2.404223467852572,0.2984989074135885,9980.276579554029,0.029099270800624903,0.002508557827640078
C2-Chrysenes,0.7936427550384165,0.09542737332061463,1896.9100961265265,0.020976340654513755,0.0018083052288373927
C2-Dibenzothiophenes,8.560165959195013,2.27546467825858,7.88696040407557,2.337420347924285,0.2015017541314039
C2-Fluoranthenes,6.349865547285808,0.8178665445311719,2179.3045955901143,0.157299375458976,0.013560290987842758
C2-Fluorenes,25.772694692742906,3.4876889299021516,4.5302420201084885,8.474824737173705,0.7305883394115263
C2-Naphthalenes,70.9996433307421,9.987437644000757,30.36321393867125,11.67942452101261,1.0068469414666044
C2-Phenanthrenes,7.183728496290456,0.9320899469881649,2930.9329521643826,0.15490764035955307,0.013354106927547679
C2-Pyrenes,6.349865547285808,0.8178665445311719,2179.3045955901143,0.157299375458976,0.013560290987842758
C3-Anthracenes,2.889255473858682,0.36354138593571533,2930.9329521643826,0.06230298765919208,0.0053709472119993175
C3-Benzo(a)Anthracenes,0.3734889694433222,0.04378301792205434,1896.9100961265265,0.009871484120543856,8.509900103917117e-4
C3-Chrysenes,0.37358569244687767,0.04379435647645517,1896.9100961265265,0.009874040553723427,8.512103925623645e-4
C3-Dibenzothiophenes,3.2939199896894618,0.8479709212622901,7.88696040407557,0.8994306471435198,0.07753712475375171
C3-Fluoranthenes,1.181425400248338,0.1440602677481257,2179.3045955901143,0.02926636418150126,0.002522962429439764
C3-Fluorenes,9.559188028141683,1.2511198599417443,4.5302420201084885,3.143343920145122,0.2709779241504416
C3-Naphthalenes,27.34002169471363,3.722089130201386,17.338593322936674,5.59891125519095,0.4826647633785302
C3-Phenanthrenes,2.889255473858682,0.36354138593571533,2930.9329521643826,0.06230298765919208,0.0053709472119993175
C3-Pyrenes,1.181425400248338,0.1440602677481257,2179.3045955901143,0.02926636418150126,0.002522962429439764
C4-Anthracenes,1.182219612572473,0.14434976249694864,2930.9329521643826,0.025493008354220827,0.002197673133984554
C4-Benzo(a)Anthracenes,0.15116850786725003,0.017196467376286974,1896.9100961265265,0.003995452736293785,3.4443558071498145e-4
C4-Chrysenes,0.15116850786725003,0.017196467376286974,1896.9100961265265,0.003995452736293785,3.4443558071498145e-4
C4-Dibenzothiophenes,0.9380936529898382,0.23170430951953977,7.88696040407557,0.2561538179527622,0.02208222568558295
C4-Fluoranthenes,0.6468950373640984,0.077264808631609,2179.3045955901143,0.016024935426920708,0.0013814599505966127
C4-Naphthalenes,10.457068137195092,1.3778053020148076,17.338593322936674,2.1414831759610835,0.1846106186173348
C4-Phenanthrenes,1.182219612572473,0.14434976249694864,2930.9329521643826,0.025493008354220827,0.002197673133984554
C4-Pyrenes,0.6468950373640984,0.077264808631609,2179.3045955901143,0.016024935426920708,0.0013814599505966127
Carbazole,582.06834464353,178.0171709521135,252.2504439279361,38.78280463645458,3.343345227280567
Chrysene,3.9454688813187113,0.5007679622993368,545.2788050569598,0.18551016625676497,0.015992255711790086
Dibenzo(Ah)Anthracene,0.27384382978703603,0.031760759096692265,2959.4908485272963,0.005878295010972277,5.067495699114032e-4
Dibenzofuran,211.3380645131682,62.5958641778486,0.19473521170750696,145.56782917488786,12.548950790938608
Dibenzothiophene,87.18922173388391,25.043251494979078,7.88696040407557,23.807699753945833,2.0523879098229165
Fluoranthene,21.2422377135956,2.8535676858716243,2179.3045955901143,0.526214405772409,0.04536331084244905
Fluorene,120.50775955225711,17.20255385133232,4.5302420201084885,39.62651767113909,3.416079109580956
Naphthalene,564.714528974146,85.32118433434586,3.076545358332633,209.49288262950793,18.059731261164476
Perylene,2.1642299871871598,0.26870226299891775,10184.609391128515,0.02594440734576051,0.002236586840151768
Phenanthrene,64.12871554268789,8.95489411840642,26.592248831263245,11.121249354098682,0.958728392594714
Pyrene,21.2422377135956,2.8535676858716243,2459.242352180153,0.49730055946812984,0.042870737885183606
Quinoline,4547.992822343927,1495.9520885104976,31.186758567607463,740.162250111928,63.80709052689034
Retene,1.2075862513967246,0.14754553573945417,78.72711317424329,0.1339103932168199,0.011543999415243096
