chemical,narcotic_benchmark,narcotic_cwqg,pabs,phototoxic_benchmark,phototoxic_cwqg
"1,6,7-Trimethylnaphthalene",23.06682567020186,3.1236023955076506,17.338593322936674,4.723811535650411,0.4072251323836561
1-Methylchrysene,2.262668832275448,0.2816753926567659,913.0557212633616,0.0839657680664053,0.007238428281586664
1-Methylnaphthalene,194.90874749050863,28.386329816704094,8.971921849944845,50.86561299688026,4.3849666376620915
1-Methylpyrene,7.066886157066756,0.915094634562265,4650.596901518965,0.12266896919574688,0.010574911137564386
"2,6-Dimethylnaphthalene",68.0481256093704,9.559475859995418,30.36321393867125,11.193900554524374,0.9649914271141702
2-Methylnaphthalene,194.90874749050863,28.386329816704094,8.971921849944845,50.86561299688026,4.3849666376620915
9-Methylanthracene,21.982681735124363,2.960933039308099,2930.9329521643826,0.47402756912675453,0.04086444561437539
9-Methylphenanthrene,21.982681735124363,2.960933039308099,8.971921849944845,5.736851712244853,0.49455618209007357
Acenaphthene,84.83679856225409,12.005829880917855,49.38553313971823,11.445469294403608,0.9866783874485869
Acenaphthylene,130.76947696361677,18.767408212861355,13.662845732485707,29.29333875768986,2.5252878239387813
Acridine,515.3688997657821,156.67370765969184,2983.2411321254417,11.021452318726011,0.9501251998901734
Anthracene,64.12871554268789,8.95489411840642,2601.9615942473592,1.4621856929543604,0.12605049077192762
Benzo(Ghi)Perylene,0.6773536689144629,0.08084876706117988,8055.611266604584,0.009072784831595893,7.82136623413439e-4
Benzo(a)Anthracene,6.8520200068140555,0.8849047700800012,1896.9100961265265,0.1811020196706993,0.015612243075060286
Benzo(a)Fluorene,13.080010576825513,1.7268555430596457,622.0427945258963,0.5790519125022203,0.049918268319156925
Benzo(a)Pyrene,2.1642299871871598,0.26870226299891775,9980.276579554029,0.026194534457415895,0.0022581495221910253
Benzo(b)Anthracene,6.852320152243414,0.8849435323897863,508.66394215549155,0.33256865054361806,0.02866971125376018
Benzo(b)Fluoranthene,2.1642299871871598,0.26870226299891775,3729.511509077618,0.041677668746006175,0.0035929024781039807
Benzo(b)Fluorene,5.139585499674787,0.6588946920832124,872.7948922742355,0.19473428781894253,0.016787438605081254
Benzo(e)Pyrene,1.0515342194811268,0.12762369786924316,2482.5702640403906,0.024508865314827738,0.002112833216795495
Benzo(k)Fluoranthene,1.1692931628250722,0.14239060131768924,7162.832743572605,0.01655606388765757,0.0014272468868670317
Benzothiophene,777.578511158003,241.65298489361714,0.8693634988666191,403.8567653690191,34.81523839388096
C1-Acenaphthenes,37.94556239605923,5.221423359216125,49.38553313971823,5.119297010533406,0.44131870780460397
C1-Anthracenes,15.987504224449806,2.1319577118350743,2930.9329521643826,0.3447494648394311,0.029719781451675094
C1-Benzo(a)Anthracenes,1.7538037509544235,0.21658526578286444,1896.9100961265265,0.0463538345025316,0.003996020215735483
C1-Benzofluoranthenes,0.7105962327053016,0.08504343911221614,9980.276579554029,0.008600628220248043,7.414334672627623e-4
C1-Benzopyrenes,0.7105962327053016,0.08504343911221614,9980.276579554029,0.008600628220248043,7.414334672627623e-4
C1-Chrysenes,1.7538037509544235,0.21658526578286444,1896.9100961265265,0.0463538345025316,0.003996020215735483
C1-Dibenzothiophenes,21.68465650121266,5.947993165740125,7.88696040407557,5.921165265404454,0.510445281500384
C1-Fluoranthenes,11.273742088704124,1.4814466252145395,2179.3045955901143,0.27927403760489594,0.024075348069387582
C1-Fluorenes,62.1594277547906,8.668319722380671,4.5302420201084885,20.439859404115595,1.7620568451823788
C1-Phenanthrenes,15.987504224449806,2.1319577118350743,2930.9329521643826,0.3447494648394311,0.029719781451675094
C1-Pyrenes,11.273742088704124,1.4814466252145395,2179.3045955901143,0.27927403760489594,0.024075348069387582
C2-Anthracenes,7.183728496290456,0.9320899469881649,2930.9329521643826,0.15490764035955307,0.013354106927547679
C2-Benzo(a)Anthracenes,0.7936427550384165,0.09542737332061463,1896.9100961265265,0.020976340654513755,0.0018083052288373927
