chemical,DOC,narcotic_benchmark,narcotic_cwqg,pabs,phototoxic_benchmark,phototoxic_cwqg
"1,6,7-Trimethylnaphthalene",0.2,23.06682567020186,3.1236023955076506,24.192994069421154,4.152311103277982,0.35795785373086053
"1,6,7-Trimethylnaphthalene",0.5,23.06682567020186,3.1236023955076506,22.214561501942253,4.293333605102596,0.37011496595712035
"1,6,7-Trimethylnaphthalene",1.5,23.06682567020186,3.1236023955076506,15.021700634528578,4.987249827872589,0.42993532998901635
"1,6,7-Trimethylnaphthalene",2.5,23.06682567020186,3.1236023955076506,9.261297939806742,5.952355747693278,0.513134116180455
"1,6,7-Trimethylnaphthalene",3.5,23.06682567020186,3.1236023955076506,5.36941290630304,7.1764020788675955,0.6186553516265169
"1,6,7-Trimethylnaphthalene",4.5,23.06682567020186,3.1236023955076506,2.9847720385388645,8.635387666567878,0.7444299712558515
"1,6,7-Trimethylnaphthalene",5.5,23.06682567020186,3.1236023955076506,1.6000796841957061,10.299579931405662,0.8878948216729019
"1,6,7-Trimethylnaphthalene",6.5,23.06682567020186,3.1236023955076506,0.8334434305531945,12.096765892791556,1.0428246459303065
"1,6,7-Trimethylnaphthalene",7.5,23.06682567020186,3.1236023955076506,0.4231501270180269,13.934690876277575,1.201266454851515
"1,6,7-Trimethylnaphthalene",8.5,23.06682567020186,3.1236023955076506,0.21080944475362376,15.69896981218969,1.3533594665680768
"1,6,7-Trimethylnaphthalene",9.5,23.06682567020186,3.1236023955076506,0.10288247434919756,17.307085407664683,1.4919901213504039
"1,6,7-Trimethylnaphthalene",10.5,23.06682567020186,3.1236023955076506,0.049494453970506364,18.687143834279,1.6109606753688792
"1,6,7-Trimethylnaphthalene",11.5,23.06682567020186,3.1236023955076506,0.02343403858151156,19.820341620038693,1.708650139658508
"1,6,7-Trimethylnaphthalene",12.5,23.06682567020186,3.1236023955076506,0.010961428552613428,20.709845694796766,1.7853315254135143
"1,6,7-Trimethylnaphthalene",13.5,23.06682567020186,3.1236023955076506,0.005065172567069389,21.385546055215205,1.8435815564840694
"1,6,7-Trimethylnaphthalene",14.5,23.06682567020186,3.1236023955076506,0.0023130386009363,21.885023202465874,1.886639931247058
