emsid,name,lon,lat,elev_m,date,test_variable,value,PAH,nlc50,Pabs,plc50,plc_nlc_ratio
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.05,Anthracene,58.4068461216894,338.51353021113397,2.3939207313001836,0.0409869885169369
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.05555555555555556,Anthracene,58.4068461216894,339.11848282777277,2.3921751109406184,0.040957101260981864
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.061111111111111116,Anthracene,58.4068461216894,339.66512334889774,2.3906014745736752,0.04093015859121907
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.06666666666666667,Anthracene,58.4068461216894,340.2937050750013,2.388796299838755,0.04089925168809406
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.07222222222222223,Anthracene,58.4068461216894,340.9028137795995,2.387051468107001,0.04086937793445705
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.07777777777777778,Anthracene,58.4068461216894,341.4724199516257,2.3854237137769165,0.040841508695863116
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.08333333333333334,Anthracene,58.4068461216894,342.06310447856663,2.383739709067081,0.040812676378734966
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.08888888888888889,Anthracene,58.4068461216894,342.6419442998253,2.3820933930719956,0.0407844893406666
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.09444444444444444,Anthracene,58.4068461216894,343.30982750292054,2.380198624326439,0.040752048473347575
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.1,Anthracene,58.4068461216894,343.92054710812187,2.3784705106846977,0.040722460954820364
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.07,Anthracene,58.4068461216894,340.66623290527394,2.387728653990848,0.0408809722239764
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,albedo,0.05,Anthracene,58.4068461216894,366.8462056482821,2.3165333887344124,0.03966201811184883
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,albedo,0.05555555555555556,Anthracene,58.4068461216894,367.5157869987599,2.3148058004894683,0.0396324395887876
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,albedo,0.061111111111111116,Anthracene,58.4068461216894,368.1462230867427,2.3131832115665194,0.03960465878857852
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,albedo,0.06666666666666667,Anthracene,58.4068461216894,368.7452359578802,2.311645078450094,0.03957832397992919
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,albedo,0.07222222222222223,Anthracene,58.4068461216894,369.42135780982187,2.30991312039309,0.03954867064008962
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,albedo,0.07777777777777778,Anthracene,58.4068461216894,370.07879637677945,2.308233248508324,0.039519909082219064
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,albedo,0.08333333333333334,Anthracene,58.4068461216894,370.7172135396826,2.306605951418516,0.039492047672164195
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,albedo,0.08888888888888889,Anthracene,58.4068461216894,371.28090304465513,2.3051723720150092,0.03946750295696899
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,albedo,0.09444444444444444,Anthracene,58.4068461216894,372.01269291180733,2.3033157929771106,0.03943571594634989
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,albedo,0.1,Anthracene,58.4068461216894,372.5996382171949,2.301830361284217,0.0394102834535596
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,albedo,0.07,Anthracene,58.4068461216894,369.1936078627412,2.3104960328461845,0.03955865084775021
E207466,QUAMICHAN LAKE; CENTRE,-123.6625,48.8003,25,2023-08-01,albedo,0.05,Anthracene,58.4068461216894,368.2906248298459,2.3128121011037086,0.039598304902220105
E207466,QUAMICHAN LAKE; CENTRE,-123.6625,48.8003,25,2023-08-01,albedo,0.05555555555555556,Anthracene,58.4068461216894,368.9392629447513,2.3111476055980926,0.03956980660765121
E207466,QUAMICHAN LAKE; CENTRE,-123.6625,48.8003,25,2023-08-01,albedo,0.061111111111111116,Anthracene,58.4068461216894,369.5510749410931,2.3095813407023464,0.039542990146915036
E207466,QUAMICHAN LAKE; CENTRE,-123.6625,48.8003,25,2023-08-01,albedo,0.06666666666666667,Anthracene,58.4068461216894,370.26847114197324,2.3077493680435595,0.03951162442901666
E207466,QUAMICHAN LAKE; CENTRE,-123.6625,48.8003,25,2023-08-01,albedo,0.07222222222222223,Anthracene,58.4068461216894,370.9345076353879,2.306052968171986,0.03948257989084661
E207466,QUAMICHAN LAKE; CENTRE,-123.6625,48.8003,25,2023-08-01,albedo,0.07777777777777778,Anthracene,58.4068461216894,371.5076271220721,2.30459661993151,0.039457645344005275
E207466,QUAMICHAN LAKE; CENTRE,-123.6625,48.8003,25,2023-08-01,albedo,0.08333333333333334,Anthracene,58.4068461216894,372.2442059567944,2.302729494027127,0.03942567775752589
E207466,QUAMICHAN LAKE; CENTRE,-123.6625,48.8003,25,2023-08-01,albedo,0.08888888888888889,Anthracene,58.4068461216894,372.8383868862274,2.3012270718908465,0.03939995436658726
E207466,QUAMICHAN LAKE; CENTRE,-123.6625,48.8003,25,2023-08-01,albedo,0.09444444444444444,Anthracene,58.4068461216894,373.5631847959689,2.299398884519805,0.03936865345766243
E207466,QUAMICHAN LAKE; CENTRE,-123.6625,48.8003,25,2023-08-01,albedo,0.1,Anthracene,58.4068461216894,374.2076769864417,2.297777399287973,0.039340891554058635
E207466,QUAMICHAN LAKE; CENTRE,-123.6625,48.8003,25,2023-08-01,albedo,0.07,Anthracene,58.4068461216894,370.6329488418094,2.3068205148067995,0.0394957212721363
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.05,Benzo[a]pyrene,1.8324605111968386,1764.3755564477292,0.037959187102918374,0.02071487318333862
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.05555555555555556,Benzo[a]pyrene,1.8324605111968386,1767.386223488403,0.037932198157394965,0.020700144928427533
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.061111111111111116,Benzo[a]pyrene,1.8324605111968386,1770.1110513299702,0.03790782736028122,0.020686845434678646
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.06666666666666667,Benzo[a]pyrene,1.8324605111968386,1772.807845718156,0.03788375926107861,0.020673711127524117
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.07222222222222223,Benzo[a]pyrene,1.8324605111968386,1775.9792340125198,0.037855521440366545,0.020658301343499014
0400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,-120.9642,56.3125,693,2023-08-01,albedo,0.07777777777777778,Benzo[a]pyrene,1.8324605111968386,1778.9981635443362,0.03782870700252618,0.020643668319935058
